,description,subtasks
353,"<Architect> Stack 6 orange blocks in the middle of the grid, then break the first 3 blocks from the bottom.","[3, 5, 5], [1, 1, 3], 'skyeast', 'orange'"
354,"<Architect> Stack 6 orange blocks in the middle of the grid, then break the first 3 blocks from the bottom.
<Architect> Facing north, stack 3 purple blocks immediately to the right of the orange tower, starting on the ground.","[3, 5, 5], [1, 1, 3], 'skyeast', 'orange' && [0, 6, 5], [1, 1, 3], 'skyeast', 'purple'"
355,"<Architect> Stack 6 orange blocks in the middle of the grid, then break the first 3 blocks from the bottom.
<Architect> Facing north, stack 3 purple blocks immediately to the right of the orange tower, starting on the ground.
<Architect> Facing north, stack 3 purple blocks immediately to the left of the orange tower, starting at ground level.","[3, 5, 5], [1, 1, 3], 'skyeast', 'orange' && [0, 6, 5], [1, 1, 3], 'skyeast', 'purple' && [0, 4, 5], [1, 1, 3], 'skyeast', 'purple'"
356,"<Architect> Stack 6 orange blocks in the middle of the grid, then break the first 3 blocks from the bottom.
<Architect> Facing north, stack 3 purple blocks immediately to the right of the orange tower, starting on the ground.
<Architect> Facing north, stack 3 purple blocks immediately to the left of the orange tower, starting at ground level.
<Architect> Facing north, place a blue block on top of the orange tower, then place a blue block to the right and left of that one, break the middle blue block.","[3, 5, 5], [1, 1, 3], 'skyeast', 'orange' && [0, 6, 5], [1, 1, 3], 'skyeast', 'purple' && [0, 4, 5], [1, 1, 3], 'skyeast', 'purple' && [6, 4, 5], [1, 1, 1], 'skyeast', 'blue' && [6, 6, 5], [1, 1, 1], 'skyeast', 'blue'"
357,"<Architect> Stack 6 orange blocks in the middle of the grid, then break the first 3 blocks from the bottom.
<Architect> Facing north, stack 3 purple blocks immediately to the right of the orange tower, starting on the ground.
<Architect> Facing north, stack 3 purple blocks immediately to the left of the orange tower, starting at ground level.
<Architect> Facing north, place a blue block on top of the orange tower, then place a blue block to the right and left of that one, break the middle blue block.
<Architect> Facing north, place a blue block to the right of the rightmost blue block, then stack 2 blue blocks on top of that, finally, break the first block you placed.","[3, 5, 5], [1, 1, 3], 'skyeast', 'orange' && [0, 6, 5], [1, 1, 3], 'skyeast', 'purple' && [0, 4, 5], [1, 1, 3], 'skyeast', 'purple' && [6, 4, 5], [1, 1, 1], 'skyeast', 'blue' && [6, 6, 5], [1, 1, 1], 'skyeast', 'blue' && [7, 7, 5], [1, 1, 2], 'skyeast', 'blue'"
358,"<Architect> Stack 6 orange blocks in the middle of the grid, then break the first 3 blocks from the bottom.
<Architect> Facing north, stack 3 purple blocks immediately to the right of the orange tower, starting on the ground.
<Architect> Facing north, stack 3 purple blocks immediately to the left of the orange tower, starting at ground level.
<Architect> Facing north, place a blue block on top of the orange tower, then place a blue block to the right and left of that one, break the middle blue block.
<Architect> Facing north, place a blue block to the right of the rightmost blue block, then stack 2 blue blocks on top of that, finally, break the first block you placed.
<Architect> Facing north, place a blue block to the left of the middle orange block, then place another blue block on top of it, but one block to the left.","[3, 5, 5], [1, 1, 3], 'skyeast', 'orange' && [0, 6, 5], [1, 1, 3], 'skyeast', 'purple' && [0, 4, 5], [1, 1, 3], 'skyeast', 'purple' && [6, 4, 5], [1, 1, 1], 'skyeast', 'blue' && [6, 6, 5], [1, 1, 1], 'skyeast', 'blue' && [7, 7, 5], [1, 1, 2], 'skyeast', 'blue' && [4, 4, 5], [1, 1, 1], 'skyeast', 'blue' && [5, 3, 5], [1, 1, 1], 'skyeast', 'blue'"
359,"<Architect> Stack 6 orange blocks in the middle of the grid, then break the first 3 blocks from the bottom.
<Architect> Facing north, stack 3 purple blocks immediately to the right of the orange tower, starting on the ground.
<Architect> Facing north, stack 3 purple blocks immediately to the left of the orange tower, starting at ground level.
<Architect> Facing north, place a blue block on top of the orange tower, then place a blue block to the right and left of that one, break the middle blue block.
<Architect> Facing north, place a blue block to the right of the rightmost blue block, then stack 2 blue blocks on top of that, finally, break the first block you placed.
<Architect> Facing north, place a blue block to the left of the middle orange block, then place another blue block on top of it, but one block to the left.
<Architect> Facing north, place a purple block in front of the bottom block of the left purple tower.","[3, 5, 5], [1, 1, 3], 'skyeast', 'orange' && [0, 6, 5], [1, 1, 3], 'skyeast', 'purple' && [0, 4, 5], [1, 1, 3], 'skyeast', 'purple' && [6, 4, 5], [1, 1, 1], 'skyeast', 'blue' && [6, 6, 5], [1, 1, 1], 'skyeast', 'blue' && [7, 7, 5], [1, 1, 2], 'skyeast', 'blue' && [4, 4, 5], [1, 1, 1], 'skyeast', 'blue' && [5, 3, 5], [1, 1, 1], 'skyeast', 'blue' && [0, 4, 6], [1, 1, 1], 'skyeast', 'purple'"
360,"<Architect> Stack 6 orange blocks in the middle of the grid, then break the first 3 blocks from the bottom.
<Architect> Facing north, stack 3 purple blocks immediately to the right of the orange tower, starting on the ground.
<Architect> Facing north, stack 3 purple blocks immediately to the left of the orange tower, starting at ground level.
<Architect> Facing north, place a blue block on top of the orange tower, then place a blue block to the right and left of that one, break the middle blue block.
<Architect> Facing north, place a blue block to the right of the rightmost blue block, then stack 2 blue blocks on top of that, finally, break the first block you placed.
<Architect> Facing north, place a blue block to the left of the middle orange block, then place another blue block on top of it, but one block to the left.
<Architect> Facing north, place a purple block in front of the bottom block of the left purple tower.
<Architect> Facing north, place a purple block in front of the bottom block of the right purple tower, then place a purple block to the right of that, finally, break the first block you placed.","[3, 5, 5], [1, 1, 3], 'skyeast', 'orange' && [0, 6, 5], [1, 1, 3], 'skyeast', 'purple' && [0, 4, 5], [1, 1, 3], 'skyeast', 'purple' && [6, 4, 5], [1, 1, 1], 'skyeast', 'blue' && [6, 6, 5], [1, 1, 1], 'skyeast', 'blue' && [7, 7, 5], [1, 1, 2], 'skyeast', 'blue' && [4, 4, 5], [1, 1, 1], 'skyeast', 'blue' && [5, 3, 5], [1, 1, 1], 'skyeast', 'blue' && [0, 4, 6], [1, 1, 1], 'skyeast', 'purple' && [0, 7, 6], [1, 1, 1], 'skyeast', 'purple'"
361,"<Architect> Stack 6 orange blocks in the middle of the grid, then break the first 3 blocks from the bottom.
<Architect> Facing north, stack 3 purple blocks immediately to the right of the orange tower, starting on the ground.
<Architect> Facing north, stack 3 purple blocks immediately to the left of the orange tower, starting at ground level.
<Architect> Facing north, place a blue block on top of the orange tower, then place a blue block to the right and left of that one, break the middle blue block.
<Architect> Facing north, place a blue block to the right of the rightmost blue block, then stack 2 blue blocks on top of that, finally, break the first block you placed.
<Architect> Facing north, place a blue block to the left of the middle orange block, then place another blue block on top of it, but one block to the left.
<Architect> Facing north, place a purple block in front of the bottom block of the left purple tower.
<Architect> Facing north, place a purple block in front of the bottom block of the right purple tower, then place a purple block to the right of that, finally, break the first block you placed.
<Architect> Stack 2 yellow blocks on top of the orange tower, then break the bottom yellow block.","[3, 5, 5], [1, 1, 3], 'skyeast', 'orange' && [0, 6, 5], [1, 1, 3], 'skyeast', 'purple' && [0, 4, 5], [1, 1, 3], 'skyeast', 'purple' && [6, 4, 5], [1, 1, 1], 'skyeast', 'blue' && [6, 6, 5], [1, 1, 1], 'skyeast', 'blue' && [7, 7, 5], [1, 1, 2], 'skyeast', 'blue' && [4, 4, 5], [1, 1, 1], 'skyeast', 'blue' && [5, 3, 5], [1, 1, 1], 'skyeast', 'blue' && [0, 4, 6], [1, 1, 1], 'skyeast', 'purple' && [0, 7, 6], [1, 1, 1], 'skyeast', 'purple' && [7, 5, 5], [1, 1, 1], 'skyeast', 'yellow'"
362,<Architect> Stack 3 purple blocks in the middle of the grid.,"[0, 5, 5], [1, 1, 3], 'skyeast', 'purple'"
363,"<Architect> Stack 3 purple blocks in the middle of the grid.
<Architect> Facing north, stack 6 orange blocks immediately to the right of the purple tower, then break the 3 first orange blocks from the bottom.","[0, 5, 5], [1, 1, 3], 'skyeast', 'purple' && [0, 5, 5], [1, 1, 3], 'skyeast', 'purple' && [3, 6, 5], [1, 1, 3], 'skyeast', 'orange'"
364,"<Architect> Stack 3 purple blocks in the middle of the grid.
<Architect> Facing north, stack 6 orange blocks immediately to the right of the purple tower, then break the 3 first orange blocks from the bottom.
<Architect> Facing north, stack 3 purple blocks immediately to the right of the orange tower, on the ground.","[0, 5, 5], [1, 1, 3], 'skyeast', 'purple' && [0, 5, 5], [1, 1, 3], 'skyeast', 'purple' && [3, 6, 5], [1, 1, 3], 'skyeast', 'orange' && [0, 7, 5], [1, 1, 3], 'skyeast', 'purple'"
365,"<Architect> Stack 3 purple blocks in the middle of the grid.
<Architect> Facing north, stack 6 orange blocks immediately to the right of the purple tower, then break the 3 first orange blocks from the bottom.
<Architect> Facing north, stack 3 purple blocks immediately to the right of the orange tower, on the ground.
<Architect> destroy yellow color blocks
<Builder> There are no yellow blocks, only orange.
<Architect> Place a blue block on top of the orange tower, then place a blue block to the left and right of that one, finally, break the middle blue block.","[0, 5, 5], [1, 1, 3], 'skyeast', 'purple' && [0, 5, 5], [1, 1, 3], 'skyeast', 'purple' && [3, 6, 5], [1, 1, 3], 'skyeast', 'orange' && [0, 7, 5], [1, 1, 3], 'skyeast', 'purple' && [6, 5, 5], [1, 1, 1], 'skyeast', 'blue' && [6, 7, 5], [1, 1, 1], 'skyeast', 'blue'"
366,"<Architect> Stack 3 purple blocks in the middle of the grid.
<Architect> Facing north, stack 6 orange blocks immediately to the right of the purple tower, then break the 3 first orange blocks from the bottom.
<Architect> Facing north, stack 3 purple blocks immediately to the right of the orange tower, on the ground.
<Architect> destroy yellow color blocks
<Builder> There are no yellow blocks, only orange.
<Architect> Place a blue block on top of the orange tower, then place a blue block to the left and right of that one, finally, break the middle blue block.
<Architect> Stack 2 yellow blocks on top of the orange tower, then break the bottom yellow block.","[0, 5, 5], [1, 1, 3], 'skyeast', 'purple' && [0, 5, 5], [1, 1, 3], 'skyeast', 'purple' && [3, 6, 5], [1, 1, 3], 'skyeast', 'orange' && [0, 7, 5], [1, 1, 3], 'skyeast', 'purple' && [6, 5, 5], [1, 1, 1], 'skyeast', 'blue' && [6, 7, 5], [1, 1, 1], 'skyeast', 'blue' && [7, 6, 5], [1, 1, 1], 'skyeast', 'yellow'"
367,"<Architect> Stack 3 purple blocks in the middle of the grid.
<Architect> Facing north, stack 6 orange blocks immediately to the right of the purple tower, then break the 3 first orange blocks from the bottom.
<Architect> Facing north, stack 3 purple blocks immediately to the right of the orange tower, on the ground.
<Architect> destroy yellow color blocks
<Builder> There are no yellow blocks, only orange.
<Architect> Place a blue block on top of the orange tower, then place a blue block to the left and right of that one, finally, break the middle blue block.
<Architect> Stack 2 yellow blocks on top of the orange tower, then break the bottom yellow block.
<Architect> Facing north, place a blue block to the left of the middle orange block, then place a blue block in between the two blue blocks, but one block to the left.","[0, 5, 5], [1, 1, 3], 'skyeast', 'purple' && [0, 5, 5], [1, 1, 3], 'skyeast', 'purple' && [3, 6, 5], [1, 1, 3], 'skyeast', 'orange' && [0, 7, 5], [1, 1, 3], 'skyeast', 'purple' && [6, 5, 5], [1, 1, 1], 'skyeast', 'blue' && [6, 7, 5], [1, 1, 1], 'skyeast', 'blue' && [7, 6, 5], [1, 1, 1], 'skyeast', 'yellow'"
368,"<Architect> Facing north, place a tower of 3 purple block","[0, 5, 5], [1, 1, 3], 'skyeast', 'purple'"
369,"<Architect> Facing north, place a tower of 3 purple block
<Architect> Facing North, place a tower of 3 purple block at the left of existing one, leaving a blank space between the two towers","[0, 5, 5], [1, 1, 3], 'skyeast', 'purple' && [0, 4, 6], [1, 1, 3], 'skyeast', 'purple'"
370,<Architect> Stack 3 purple blocks in the middle of the grid.,"[0, 5, 5], [1, 1, 3], 'skyeast', 'purple'"
371,"<Architect> Facing North, at five block from the left, move forward 4 block and place a purple square","[0, 5, 5], [1, 1, 1], 'skyeast', 'purple'"
372,"<Architect> Facing North, at five block from the left, move forward 4 block and place a purple square
<Architect> Build a 3 blocks tall purple tower behind the existing block.","[0, 5, 5], [1, 1, 1], 'skyeast', 'purple' && [0, 4, 6], [1, 1, 3], 'skyeast', 'purple'"
373,"<Architect> Facing North, at five block from the left, move forward 4 block and place a purple square
<Architect> Build a 3 blocks tall purple tower behind the existing block.
<Architect> Place a blue block up to highest purple block, leaving one blank block between them","[0, 5, 5], [1, 1, 1], 'skyeast', 'purple' && [0, 4, 6], [1, 1, 3], 'skyeast', 'purple' && [4, 4, 6], [1, 1, 1], 'skyeast', 'blue'"
374,"<Architect> Facing North, at five block from the left, move forward 4 block and place a purple square
<Architect> Build a 3 blocks tall purple tower behind the existing block.
<Architect> Place a blue block up to highest purple block, leaving one blank block between them
<Architect> Facing north, place a maroon block on the right on the blue block","[0, 5, 5], [1, 1, 1], 'skyeast', 'purple' && [0, 4, 6], [1, 1, 3], 'skyeast', 'purple' && [4, 4, 6], [1, 1, 1], 'skyeast', 'blue' && [4, 5, 6], [1, 1, 1], 'skyeast', 'red'"
375,"<Architect> Facing North, at five block from the left, move forward 4 block and place a purple square
<Architect> Build a 3 blocks tall purple tower behind the existing block.
<Architect> Place a blue block up to highest purple block, leaving one blank block between them
<Architect> Facing north, place a maroon block on the right on the blue block
<Architect> Replace the red block with an orange one.","[0, 5, 5], [1, 1, 1], 'skyeast', 'purple' && [0, 4, 6], [1, 1, 3], 'skyeast', 'purple' && [4, 4, 6], [1, 1, 1], 'skyeast', 'blue' && [4, 5, 6], [1, 1, 1], 'skyeast', 'red' && [4, 5, 6], [1, 1, 1], 'skyeast', 'blue'"
376,"<Architect> Facing North, at five block from the left, move forward 4 block and place a purple square
<Architect> Build a 3 blocks tall purple tower behind the existing block.
<Architect> Place a blue block up to highest purple block, leaving one blank block between them
<Architect> Facing north, place a maroon block on the right on the blue block
<Architect> Replace the red block with an orange one.
<Architect> Place an orange block on top and under the existing one.","[0, 5, 5], [1, 1, 1], 'skyeast', 'purple' && [0, 4, 6], [1, 1, 3], 'skyeast', 'purple' && [4, 4, 6], [1, 1, 1], 'skyeast', 'blue' && [4, 5, 6], [1, 1, 1], 'skyeast', 'red' && [4, 5, 6], [1, 1, 1], 'skyeast', 'blue' && [3, 5, 6], [1, 1, 1], 'skyeast', 'orange' && [5, 5, 6], [1, 1, 1], 'skyeast', 'orange'"
377,"<Architect> Facing North, at five block from the left, move forward 4 block and place a purple square
<Architect> Build a 3 blocks tall purple tower behind the existing block.
<Architect> Place a blue block up to highest purple block, leaving one blank block between them
<Architect> Facing north, place a maroon block on the right on the blue block
<Architect> Replace the red block with an orange one.
<Architect> Place an orange block on top and under the existing one.
<Architect> Skip over one square to the right of the purple tower and build another one of the same height, so that there's a gap between the towers.","[0, 5, 5], [1, 1, 1], 'skyeast', 'purple' && [0, 4, 6], [1, 1, 3], 'skyeast', 'purple' && [4, 4, 6], [1, 1, 1], 'skyeast', 'blue' && [4, 5, 6], [1, 1, 1], 'skyeast', 'red' && [4, 5, 6], [1, 1, 1], 'skyeast', 'blue' && [3, 5, 6], [1, 1, 1], 'skyeast', 'orange' && [5, 5, 6], [1, 1, 1], 'skyeast', 'orange' && [0, 6, 6], [1, 1, 3], 'skyeast', 'purple' && [0, 6, 7], [1, 1, 1], 'skyeast', 'purple'"
378,"<Architect> Facing North, at five block from the left, move forward 4 block and place a purple square
<Architect> Build a 3 blocks tall purple tower behind the existing block.
<Architect> Place a blue block up to highest purple block, leaving one blank block between them
<Architect> Facing north, place a maroon block on the right on the blue block
<Architect> Replace the red block with an orange one.
<Architect> Place an orange block on top and under the existing one.
<Architect> Skip over one square to the right of the purple tower and build another one of the same height, so that there's a gap between the towers.
<Architect> Place a purple block to the right of the purple block that's in front of the right tower;
Break the block I just referred to above so that the two purple structures are not identical anymore.","[0, 5, 5], [1, 1, 1], 'skyeast', 'purple' && [0, 4, 6], [1, 1, 3], 'skyeast', 'purple' && [4, 4, 6], [1, 1, 1], 'skyeast', 'blue' && [4, 5, 6], [1, 1, 1], 'skyeast', 'red' && [4, 5, 6], [1, 1, 1], 'skyeast', 'blue' && [3, 5, 6], [1, 1, 1], 'skyeast', 'orange' && [5, 5, 6], [1, 1, 1], 'skyeast', 'orange' && [0, 6, 6], [1, 1, 3], 'skyeast', 'purple' && [0, 6, 7], [1, 1, 1], 'skyeast', 'purple' && [0, 7, 7], [1, 1, 1], 'skyeast', 'purple'"
379,"<Architect> Facing North, at five block from the left, move forward 4 block and place a purple square
<Architect> Build a 3 blocks tall purple tower behind the existing block.
<Architect> Place a blue block up to highest purple block, leaving one blank block between them
<Architect> Facing north, place a maroon block on the right on the blue block
<Architect> Replace the red block with an orange one.
<Architect> Place an orange block on top and under the existing one.
<Architect> Skip over one square to the right of the purple tower and build another one of the same height, so that there's a gap between the towers.
<Architect> Place a purple block to the right of the purple block that's in front of the right tower;
Break the block I just referred to above so that the two purple structures are not identical anymore.
<Architect> Place a blue block in diagonal of the existing blue block
<Builder> Diagonal in what direction?
<Architect> Diagonal going up and to the left if facing North.","[0, 5, 5], [1, 1, 1], 'skyeast', 'purple' && [0, 4, 6], [1, 1, 3], 'skyeast', 'purple' && [4, 4, 6], [1, 1, 1], 'skyeast', 'blue' && [4, 5, 6], [1, 1, 1], 'skyeast', 'red' && [4, 5, 6], [1, 1, 1], 'skyeast', 'blue' && [3, 5, 6], [1, 1, 1], 'skyeast', 'orange' && [5, 5, 6], [1, 1, 1], 'skyeast', 'orange' && [0, 6, 6], [1, 1, 3], 'skyeast', 'purple' && [0, 6, 7], [1, 1, 1], 'skyeast', 'purple' && [0, 7, 7], [1, 1, 1], 'skyeast', 'purple' && [5, 3, 6], [1, 1, 1], 'skyeast', 'blue'"
380,"<Architect> Facing North, at five block from the left, move forward 4 block and place a purple square
<Architect> Build a 3 blocks tall purple tower behind the existing block.
<Architect> Place a blue block up to highest purple block, leaving one blank block between them
<Architect> Facing north, place a maroon block on the right on the blue block
<Architect> Replace the red block with an orange one.
<Architect> Place an orange block on top and under the existing one.
<Architect> Skip over one square to the right of the purple tower and build another one of the same height, so that there's a gap between the towers.
<Architect> Place a purple block to the right of the purple block that's in front of the right tower;
Break the block I just referred to above so that the two purple structures are not identical anymore.
<Architect> Place a blue block in diagonal of the existing blue block
<Builder> Diagonal in what direction?
<Architect> Diagonal going up and to the left if facing North.
<Architect> Place a blue block diagonal to the leftmost blue block (going up and to the right when facing North).","[0, 5, 5], [1, 1, 1], 'skyeast', 'purple' && [0, 4, 6], [1, 1, 3], 'skyeast', 'purple' && [4, 4, 6], [1, 1, 1], 'skyeast', 'blue' && [4, 5, 6], [1, 1, 1], 'skyeast', 'red' && [4, 5, 6], [1, 1, 1], 'skyeast', 'blue' && [3, 5, 6], [1, 1, 1], 'skyeast', 'orange' && [5, 5, 6], [1, 1, 1], 'skyeast', 'orange' && [0, 6, 6], [1, 1, 3], 'skyeast', 'purple' && [0, 6, 7], [1, 1, 1], 'skyeast', 'purple' && [0, 7, 7], [1, 1, 1], 'skyeast', 'purple' && [5, 3, 6], [1, 1, 1], 'skyeast', 'blue' && [6, 4, 6], [1, 1, 1], 'skyeast', 'blue'"
381,"<Architect> Facing North, at five block from the left, move forward 4 block and place a purple square
<Architect> Build a 3 blocks tall purple tower behind the existing block.
<Architect> Place a blue block up to highest purple block, leaving one blank block between them
<Architect> Facing north, place a maroon block on the right on the blue block
<Architect> Replace the red block with an orange one.
<Architect> Place an orange block on top and under the existing one.
<Architect> Skip over one square to the right of the purple tower and build another one of the same height, so that there's a gap between the towers.
<Architect> Place a purple block to the right of the purple block that's in front of the right tower;
Break the block I just referred to above so that the two purple structures are not identical anymore.
<Architect> Place a blue block in diagonal of the existing blue block
<Builder> Diagonal in what direction?
<Architect> Diagonal going up and to the left if facing North.
<Architect> Place a blue block diagonal to the leftmost blue block (going up and to the right when facing North).
<Architect> Place two yellow blocks on top of the orange tower;
Break the first block you placed.","[0, 5, 5], [1, 1, 1], 'skyeast', 'purple' && [0, 4, 6], [1, 1, 3], 'skyeast', 'purple' && [4, 4, 6], [1, 1, 1], 'skyeast', 'blue' && [4, 5, 6], [1, 1, 1], 'skyeast', 'red' && [4, 5, 6], [1, 1, 1], 'skyeast', 'blue' && [3, 5, 6], [1, 1, 1], 'skyeast', 'orange' && [5, 5, 6], [1, 1, 1], 'skyeast', 'orange' && [0, 6, 6], [1, 1, 3], 'skyeast', 'purple' && [0, 6, 7], [1, 1, 1], 'skyeast', 'purple' && [0, 7, 7], [1, 1, 1], 'skyeast', 'purple' && [5, 3, 6], [1, 1, 1], 'skyeast', 'blue' && [6, 4, 6], [1, 1, 1], 'skyeast', 'blue' && [7, 5, 6], [1, 1, 1], 'skyeast', 'yellow'"
382,"<Architect> Facing North, at five block from the left, move forward 4 block and place a purple square
<Architect> Build a 3 blocks tall purple tower behind the existing block.
<Architect> Place a blue block up to highest purple block, leaving one blank block between them
<Architect> Facing north, place a maroon block on the right on the blue block
<Architect> Replace the red block with an orange one.
<Architect> Place an orange block on top and under the existing one.
<Architect> Skip over one square to the right of the purple tower and build another one of the same height, so that there's a gap between the towers.
<Architect> Place a purple block to the right of the purple block that's in front of the right tower;
Break the block I just referred to above so that the two purple structures are not identical anymore.
<Architect> Place a blue block in diagonal of the existing blue block
<Builder> Diagonal in what direction?
<Architect> Diagonal going up and to the left if facing North.
<Architect> Place a blue block diagonal to the leftmost blue block (going up and to the right when facing North).
<Architect> Place two yellow blocks on top of the orange tower;
Break the first block you placed.
<Architect> Place a blue block to the right of the top yellow block, ONE BLOCK DOWN.","[0, 5, 5], [1, 1, 1], 'skyeast', 'purple' && [0, 4, 6], [1, 1, 3], 'skyeast', 'purple' && [4, 4, 6], [1, 1, 1], 'skyeast', 'blue' && [4, 5, 6], [1, 1, 1], 'skyeast', 'red' && [4, 5, 6], [1, 1, 1], 'skyeast', 'blue' && [3, 5, 6], [1, 1, 1], 'skyeast', 'orange' && [5, 5, 6], [1, 1, 1], 'skyeast', 'orange' && [0, 6, 6], [1, 1, 3], 'skyeast', 'purple' && [0, 6, 7], [1, 1, 1], 'skyeast', 'purple' && [0, 7, 7], [1, 1, 1], 'skyeast', 'purple' && [5, 3, 6], [1, 1, 1], 'skyeast', 'blue' && [6, 4, 6], [1, 1, 1], 'skyeast', 'blue' && [7, 5, 6], [1, 1, 1], 'skyeast', 'yellow' && [6, 6, 6], [1, 1, 1], 'skyeast', 'blue'"
383,"<Architect> Facing North, at five block from the left, move forward 4 block and place a purple square
<Architect> Build a 3 blocks tall purple tower behind the existing block.
<Architect> Place a blue block up to highest purple block, leaving one blank block between them
<Architect> Facing north, place a maroon block on the right on the blue block
<Architect> Replace the red block with an orange one.
<Architect> Place an orange block on top and under the existing one.
<Architect> Skip over one square to the right of the purple tower and build another one of the same height, so that there's a gap between the towers.
<Architect> Place a purple block to the right of the purple block that's in front of the right tower;
Break the block I just referred to above so that the two purple structures are not identical anymore.
<Architect> Place a blue block in diagonal of the existing blue block
<Builder> Diagonal in what direction?
<Architect> Diagonal going up and to the left if facing North.
<Architect> Place a blue block diagonal to the leftmost blue block (going up and to the right when facing North).
<Architect> Place two yellow blocks on top of the orange tower;
Break the first block you placed.
<Architect> Place a blue block to the right of the top yellow block, ONE BLOCK DOWN.
<Architect> Place a blue block diagonal to the rightmost blue block (GOING UP AND TO THE RIGHT);
Place a blue block on top of the one you just placed.","[0, 5, 5], [1, 1, 1], 'skyeast', 'purple' && [0, 4, 6], [1, 1, 3], 'skyeast', 'purple' && [4, 4, 6], [1, 1, 1], 'skyeast', 'blue' && [4, 5, 6], [1, 1, 1], 'skyeast', 'red' && [4, 5, 6], [1, 1, 1], 'skyeast', 'blue' && [3, 5, 6], [1, 1, 1], 'skyeast', 'orange' && [5, 5, 6], [1, 1, 1], 'skyeast', 'orange' && [0, 6, 6], [1, 1, 3], 'skyeast', 'purple' && [0, 6, 7], [1, 1, 1], 'skyeast', 'purple' && [0, 7, 7], [1, 1, 1], 'skyeast', 'purple' && [5, 3, 6], [1, 1, 1], 'skyeast', 'blue' && [6, 4, 6], [1, 1, 1], 'skyeast', 'blue' && [7, 5, 6], [1, 1, 1], 'skyeast', 'yellow' && [6, 6, 6], [1, 1, 1], 'skyeast', 'blue' && [7, 7, 6], [1, 1, 2], 'skyeast', 'blue'"
384,"<Architect> Facing north, go forward for 4 steps, and place a purple block","[0, 5, 5], [1, 1, 1], 'skyeast', 'purple'"
385,"<Architect> Facing north, go forward for 4 steps, and place a purple block
<Architect> Place two purple blocks on top of the existing one.","[0, 5, 5], [1, 1, 1], 'skyeast', 'purple' && [1, 4, 4], [1, 1, 2], 'skyeast', 'purple'"
386,"<Architect> Facing north, go forward for 4 steps, and place a purple block
<Architect> Place two purple blocks on top of the existing one.
<Architect> Skip one square and build a 3 blocks tall purple tower to the right of the existing one.","[0, 5, 5], [1, 1, 1], 'skyeast', 'purple' && [1, 4, 4], [1, 1, 2], 'skyeast', 'purple' && [0, 6, 4], [1, 1, 3], 'skyeast', 'purple'"
387,"<Architect> Facing north, go forward for 4 steps, and place a purple block
<Architect> Place two purple blocks on top of the existing one.
<Architect> Skip one square and build a 3 blocks tall purple tower to the right of the existing one.
<Architect> In between the two towers, build a 6 blocks tall orange tower;
Break the first three blocks you placed.","[0, 5, 5], [1, 1, 1], 'skyeast', 'purple' && [1, 4, 4], [1, 1, 2], 'skyeast', 'purple' && [0, 6, 4], [1, 1, 3], 'skyeast', 'purple' && [3, 5, 4], [1, 1, 3], 'skyeast', 'orange'"
388,"<Architect> Facing north, go forward for 4 steps, and place a purple block
<Architect> Place two purple blocks on top of the existing one.
<Architect> Skip one square and build a 3 blocks tall purple tower to the right of the existing one.
<Architect> In between the two towers, build a 6 blocks tall orange tower;
Break the first three blocks you placed.
<Architect> Place a blue block on top of the orange tower;
Place a block to the left and right of the blue block;
Break the middle blue block.","[0, 5, 5], [1, 1, 1], 'skyeast', 'purple' && [1, 4, 4], [1, 1, 2], 'skyeast', 'purple' && [0, 6, 4], [1, 1, 3], 'skyeast', 'purple' && [3, 5, 4], [1, 1, 3], 'skyeast', 'orange' && [6, 4, 4], [1, 1, 1], 'skyeast', 'blue' && [6, 6, 4], [1, 1, 1], 'skyeast', 'blue'"
389,"<Architect> Facing north, go forward for 4 steps, and place a purple block
<Architect> Place two purple blocks on top of the existing one.
<Architect> Skip one square and build a 3 blocks tall purple tower to the right of the existing one.
<Architect> In between the two towers, build a 6 blocks tall orange tower;
Break the first three blocks you placed.
<Architect> Place a blue block on top of the orange tower;
Place a block to the left and right of the blue block;
Break the middle blue block.
<Architect> Build a column of two yellow blocks between the two blue blocks. Destroy the bottom block.","[0, 5, 5], [1, 1, 1], 'skyeast', 'purple' && [1, 4, 4], [1, 1, 2], 'skyeast', 'purple' && [0, 6, 4], [1, 1, 3], 'skyeast', 'purple' && [3, 5, 4], [1, 1, 3], 'skyeast', 'orange' && [6, 4, 4], [1, 1, 1], 'skyeast', 'blue' && [6, 6, 4], [1, 1, 1], 'skyeast', 'blue' && [7, 5, 4], [1, 1, 1], 'skyeast', 'yellow'"
