,Unnamed: 0,Unnamed: 0.1,description,subtasks,rebuilded
403,403,403,"<Architect> In the middle of the grid, build a 3 blocks tall purple tower.","0, 5, 5, 5 && 1, 5, 5, 5 && 2, 5, 5, 5","[(0, 5, 5, 5), (1, 5, 5, 5), (2, 5, 5, 5)]"
404,404,404,"<Architect> In the middle of the grid, build a 3 blocks tall purple tower.
<Architect> Facing north, skip a square to the right of the tower and build another 3 blocks tall purple tower.","0, 5, 5, 5 && 0, 7, 5, 5 && 1, 5, 5, 5 && 1, 7, 5, 5 && 2, 5, 5, 5 && 2, 7, 5, 5","[(0, 5, 5, 5), (0, 7, 5, 5), (1, 5, 5, 5), (1, 7, 5, 5), (2, 5, 5, 5), (2, 7, 5, 5)]"
405,405,405,"<Architect> In the middle of the grid, build a 3 blocks tall purple tower.
<Architect> Facing north, skip a square to the right of the tower and build another 3 blocks tall purple tower.
<Architect> Build a 6 blocks tall orange tower in between the existing ones, then break the bottom 3 orange blocks.","0, 5, 5, 5 && 0, 7, 5, 5 && 1, 5, 5, 5 && 1, 7, 5, 5 && 2, 5, 5, 5 && 2, 7, 5, 5 && 3, 6, 5, 4 && 4, 6, 5, 4 && 5, 6, 5, 4","[(0, 5, 5, 5), (0, 7, 5, 5), (1, 5, 5, 5), (1, 7, 5, 5), (2, 5, 5, 5), (2, 7, 5, 5), (3, 6, 5, 4), (4, 6, 5, 4), (5, 6, 5, 4)]"
406,406,406,"<Architect> In the middle of the grid, build a 3 blocks tall purple tower.
<Architect> Facing north, skip a square to the right of the tower and build another 3 blocks tall purple tower.
<Architect> Build a 6 blocks tall orange tower in between the existing ones, then break the bottom 3 orange blocks.
<Architect> Facing north, place a blue block to the left of the middle orange block.","0, 5, 5, 5 && 0, 7, 5, 5 && 1, 5, 5, 5 && 1, 7, 5, 5 && 2, 5, 5, 5 && 2, 7, 5, 5 && 3, 6, 5, 4 && 4, 5, 5, 1 && 4, 6, 5, 4 && 5, 6, 5, 4","[(0, 5, 5, 5), (0, 7, 5, 5), (1, 5, 5, 5), (1, 7, 5, 5), (2, 5, 5, 5), (2, 7, 5, 5), (3, 6, 5, 4), (4, 5, 5, 1), (4, 6, 5, 4), (5, 6, 5, 4)]"
407,407,407,"<Architect> In the middle of the grid, build a 3 blocks tall purple tower.
<Architect> Facing north, skip a square to the right of the tower and build another 3 blocks tall purple tower.
<Architect> Build a 6 blocks tall orange tower in between the existing ones, then break the bottom 3 orange blocks.
<Architect> Facing north, place a blue block to the left of the middle orange block.
<Architect> Facing north, place a blue block on top of the orange tower, then place a blue block to the left and right of that, then break the first block you placed.","0, 5, 5, 5 && 0, 7, 5, 5 && 1, 5, 5, 5 && 1, 7, 5, 5 && 2, 5, 5, 5 && 2, 7, 5, 5 && 3, 6, 5, 4 && 4, 5, 5, 1 && 4, 6, 5, 4 && 5, 6, 5, 4 && 6, 5, 5, 1 && 6, 7, 5, 1","[(0, 5, 5, 5), (0, 7, 5, 5), (1, 5, 5, 5), (1, 7, 5, 5), (2, 5, 5, 5), (2, 7, 5, 5), (3, 6, 5, 4), (4, 5, 5, 1), (4, 6, 5, 4), (5, 6, 5, 4), (6, 5, 5, 1), (6, 7, 5, 1)]"
408,408,408,"<Architect> In the middle of the grid, build a 3 blocks tall purple tower.
<Architect> Facing north, skip a square to the right of the tower and build another 3 blocks tall purple tower.
<Architect> Build a 6 blocks tall orange tower in between the existing ones, then break the bottom 3 orange blocks.
<Architect> Facing north, place a blue block to the left of the middle orange block.
<Architect> Facing north, place a blue block on top of the orange tower, then place a blue block to the left and right of that, then break the first block you placed.
<Architect> Stack two yellow blocks on top of the orange tower, break the bottom yellow block.","0, 5, 5, 5 && 0, 7, 5, 5 && 1, 5, 5, 5 && 1, 7, 5, 5 && 2, 5, 5, 5 && 2, 7, 5, 5 && 3, 6, 5, 4 && 4, 5, 5, 1 && 4, 6, 5, 4 && 5, 6, 5, 4 && 6, 5, 5, 1 && 6, 7, 5, 1 && 7, 6, 5, 6","[(0, 5, 5, 5), (0, 7, 5, 5), (1, 5, 5, 5), (1, 7, 5, 5), (2, 5, 5, 5), (2, 7, 5, 5), (3, 6, 5, 4), (4, 5, 5, 1), (4, 6, 5, 4), (5, 6, 5, 4), (6, 5, 5, 1), (6, 7, 5, 1), (7, 6, 5, 6)]"
409,409,409,"<Architect> In the middle of the grid, build a 3 blocks tall purple tower.
<Architect> Facing north, skip a square to the right of the tower and build another 3 blocks tall purple tower.
<Architect> Build a 6 blocks tall orange tower in between the existing ones, then break the bottom 3 orange blocks.
<Architect> Facing north, place a blue block to the left of the middle orange block.
<Architect> Facing north, place a blue block on top of the orange tower, then place a blue block to the left and right of that, then break the first block you placed.
<Architect> Stack two yellow blocks on top of the orange tower, break the bottom yellow block.
<Architect> Facing north, place a blue block to the right of the rightmost blue block, then place two blocks on top of that, then break the first block you placed.","0, 5, 5, 5 && 0, 7, 5, 5 && 1, 5, 5, 5 && 1, 7, 5, 5 && 2, 5, 5, 5 && 2, 7, 5, 5 && 3, 6, 5, 4 && 4, 5, 5, 1 && 4, 6, 5, 4 && 5, 6, 5, 4 && 6, 5, 5, 1 && 6, 7, 5, 1 && 7, 6, 5, 6 && 7, 8, 5, 1 && 8, 8, 5, 1","[(0, 5, 5, 5), (0, 7, 5, 5), (1, 5, 5, 5), (1, 7, 5, 5), (2, 5, 5, 5), (2, 7, 5, 5), (3, 6, 5, 4), (4, 5, 5, 1), (4, 6, 5, 4), (5, 6, 5, 4), (6, 5, 5, 1), (6, 7, 5, 1), (7, 6, 5, 6), (7, 8, 5, 1), (8, 8, 5, 1)]"
410,410,410,"<Architect> In the middle of the grid, build a 3 blocks tall purple tower.
<Architect> Facing north, skip a square to the right of the tower and build another 3 blocks tall purple tower.
<Architect> Build a 6 blocks tall orange tower in between the existing ones, then break the bottom 3 orange blocks.
<Architect> Facing north, place a blue block to the left of the middle orange block.
<Architect> Facing north, place a blue block on top of the orange tower, then place a blue block to the left and right of that, then break the first block you placed.
<Architect> Stack two yellow blocks on top of the orange tower, break the bottom yellow block.
<Architect> Facing north, place a blue block to the right of the rightmost blue block, then place two blocks on top of that, then break the first block you placed.
<Architect> Facing north, place a blue block in between the two leftmost blue blocks, then place a blue block to the left of that one, then break the first block you placed.","0, 5, 5, 5 && 0, 7, 5, 5 && 1, 5, 5, 5 && 1, 7, 5, 5 && 2, 5, 5, 5 && 2, 7, 5, 5 && 3, 6, 5, 4 && 4, 5, 5, 1 && 4, 6, 5, 4 && 5, 4, 5, 1 && 5, 6, 5, 4 && 6, 5, 5, 1 && 6, 7, 5, 1 && 7, 6, 5, 6 && 7, 8, 5, 1 && 8, 8, 5, 1","[(0, 5, 5, 5), (0, 7, 5, 5), (1, 5, 5, 5), (1, 7, 5, 5), (2, 5, 5, 5), (2, 7, 5, 5), (3, 6, 5, 4), (4, 5, 5, 1), (4, 6, 5, 4), (5, 4, 5, 1), (5, 6, 5, 4), (6, 5, 5, 1), (6, 7, 5, 1), (7, 6, 5, 6), (7, 8, 5, 1), (8, 8, 5, 1)]"
411,411,411,"<Architect> In the middle of the grid, build a 3 blocks tall purple tower.
<Architect> Facing north, skip a square to the right of the tower and build another 3 blocks tall purple tower.
<Architect> Build a 6 blocks tall orange tower in between the existing ones, then break the bottom 3 orange blocks.
<Architect> Facing north, place a blue block to the left of the middle orange block.
<Architect> Facing north, place a blue block on top of the orange tower, then place a blue block to the left and right of that, then break the first block you placed.
<Architect> Stack two yellow blocks on top of the orange tower, break the bottom yellow block.
<Architect> Facing north, place a blue block to the right of the rightmost blue block, then place two blocks on top of that, then break the first block you placed.
<Architect> Facing north, place a blue block in between the two leftmost blue blocks, then place a blue block to the left of that one, then break the first block you placed.
<Architect> Facing north, place a purple block in front of the bottom block of the left purple tower.","0, 5, 5, 5 && 0, 5, 6, 5 && 0, 7, 5, 5 && 1, 5, 5, 5 && 1, 7, 5, 5 && 2, 5, 5, 5 && 2, 7, 5, 5 && 3, 6, 5, 4 && 4, 5, 5, 1 && 4, 6, 5, 4 && 5, 4, 5, 1 && 5, 6, 5, 4 && 6, 5, 5, 1 && 6, 7, 5, 1 && 7, 6, 5, 6 && 7, 8, 5, 1 && 8, 8, 5, 1","[(0, 5, 5, 5), (0, 5, 6, 5), (0, 7, 5, 5), (1, 5, 5, 5), (1, 7, 5, 5), (2, 5, 5, 5), (2, 7, 5, 5), (3, 6, 5, 4), (4, 5, 5, 1), (4, 6, 5, 4), (5, 4, 5, 1), (5, 6, 5, 4), (6, 5, 5, 1), (6, 7, 5, 1), (7, 6, 5, 6), (7, 8, 5, 1), (8, 8, 5, 1)]"
412,412,412,"<Architect> In the middle of the grid, build a 3 blocks tall purple tower.
<Architect> Facing north, skip a square to the right of the tower and build another 3 blocks tall purple tower.
<Architect> Build a 6 blocks tall orange tower in between the existing ones, then break the bottom 3 orange blocks.
<Architect> Facing north, place a blue block to the left of the middle orange block.
<Architect> Facing north, place a blue block on top of the orange tower, then place a blue block to the left and right of that, then break the first block you placed.
<Architect> Stack two yellow blocks on top of the orange tower, break the bottom yellow block.
<Architect> Facing north, place a blue block to the right of the rightmost blue block, then place two blocks on top of that, then break the first block you placed.
<Architect> Facing north, place a blue block in between the two leftmost blue blocks, then place a blue block to the left of that one, then break the first block you placed.
<Architect> Facing north, place a purple block in front of the bottom block of the left purple tower.
<Architect> Facing north, place a purple block in front of the bottom block of the right purple tower, then place a purple block to the right of that, finally, break the first block you placed.","0, 5, 5, 5 && 0, 5, 6, 5 && 0, 7, 5, 5 && 0, 8, 6, 5 && 1, 5, 5, 5 && 1, 7, 5, 5 && 2, 5, 5, 5 && 2, 7, 5, 5 && 3, 6, 5, 4 && 4, 5, 5, 1 && 4, 6, 5, 4 && 5, 4, 5, 1 && 5, 6, 5, 4 && 6, 5, 5, 1 && 6, 7, 5, 1 && 7, 6, 5, 6 && 7, 8, 5, 1 && 8, 8, 5, 1","[(0, 5, 5, 5), (0, 5, 6, 5), (0, 7, 5, 5), (0, 8, 6, 5), (1, 5, 5, 5), (1, 7, 5, 5), (2, 5, 5, 5), (2, 7, 5, 5), (3, 6, 5, 4), (4, 5, 5, 1), (4, 6, 5, 4), (5, 4, 5, 1), (5, 6, 5, 4), (6, 5, 5, 1), (6, 7, 5, 1), (7, 6, 5, 6), (7, 8, 5, 1), (8, 8, 5, 1)]"
413,413,413,"<Architect> Facing North, From the bottom left side area - Move into 4th column and 4th row position. Build 3 yellow blocks by one top of another.","0, 5, 5, 6 && 1, 5, 5, 6 && 2, 5, 5, 6","[(0, 5, 5, 6), (1, 5, 5, 6), (2, 5, 5, 6)]"
414,414,414,"<Architect> Facing North, From the bottom left side area - Move into 4th column and 4th row position. Build 3 yellow blocks by one top of another.
<Architect> Build each one yellow block at the right and left side of the top most yellow block.","0, 5, 5, 6 && 1, 5, 5, 6 && 2, 4, 5, 6 && 2, 5, 5, 6 && 2, 6, 5, 6","[(0, 5, 5, 6), (1, 5, 5, 6), (2, 4, 5, 6), (2, 5, 5, 6), (2, 6, 5, 6)]"
415,415,415,"<Architect> Facing North, From the bottom left side area - Move into 4th column and 4th row position. Build 3 yellow blocks by one top of another.
<Architect> Build each one yellow block at the right and left side of the top most yellow block.
<Architect> Facing North, build a red block directly to the left of the left most yellow block. Build 2 more red blocks vertically on top of the red block you just built.","0, 5, 5, 6 && 1, 5, 5, 6 && 2, 3, 5, 3 && 2, 4, 5, 6 && 2, 5, 5, 6 && 2, 6, 5, 6 && 3, 3, 5, 3 && 4, 3, 5, 3","[(0, 5, 5, 6), (1, 5, 5, 6), (2, 3, 5, 3), (2, 4, 5, 6), (2, 5, 5, 6), (2, 6, 5, 6), (3, 3, 5, 3), (4, 3, 5, 3)]"
416,416,416,"<Architect> Facing North, From the bottom left side area - Move into 4th column and 4th row position. Build 3 yellow blocks by one top of another.
<Architect> Build each one yellow block at the right and left side of the top most yellow block.
<Architect> Facing North, build a red block directly to the left of the left most yellow block. Build 2 more red blocks vertically on top of the red block you just built.
<Architect> Build a 3 red blocks at the left side of the centre red block.","0, 5, 5, 6 && 1, 5, 5, 6 && 2, 3, 5, 3 && 2, 4, 5, 6 && 2, 5, 5, 6 && 2, 6, 5, 6 && 3, 3, 2, 3 && 3, 3, 3, 3 && 3, 3, 4, 3 && 3, 3, 5, 3 && 4, 3, 5, 3","[(0, 5, 5, 6), (1, 5, 5, 6), (2, 3, 5, 3), (2, 4, 5, 6), (2, 5, 5, 6), (2, 6, 5, 6), (3, 3, 2, 3), (3, 3, 3, 3), (3, 3, 4, 3), (3, 3, 5, 3), (4, 3, 5, 3)]"
417,417,417,"<Architect> Facing North, From the bottom left side area - Move into 4th column and 4th row position. Build 3 yellow blocks by one top of another.
<Architect> Build each one yellow block at the right and left side of the top most yellow block.
<Architect> Facing North, build a red block directly to the left of the left most yellow block. Build 2 more red blocks vertically on top of the red block you just built.
<Architect> Build a 3 red blocks at the left side of the centre red block.
<Architect> Facing North, Build a blue block at top right corner of the bottom yellow block (diagonally)","0, 5, 5, 6 && 0, 6, 4, 1 && 1, 5, 5, 6 && 2, 3, 5, 3 && 2, 4, 5, 6 && 2, 5, 5, 6 && 2, 6, 5, 6 && 3, 3, 2, 3 && 3, 3, 3, 3 && 3, 3, 4, 3 && 3, 3, 5, 3 && 4, 3, 5, 3","[(0, 5, 5, 6), (0, 6, 4, 1), (1, 5, 5, 6), (2, 3, 5, 3), (2, 4, 5, 6), (2, 5, 5, 6), (2, 6, 5, 6), (3, 3, 2, 3), (3, 3, 3, 3), (3, 3, 4, 3), (3, 3, 5, 3), (4, 3, 5, 3)]"
418,418,418,"<Architect> Facing North, From the bottom left side area - Move into 4th column and 4th row position. Build 3 yellow blocks by one top of another.
<Architect> Build each one yellow block at the right and left side of the top most yellow block.
<Architect> Facing North, build a red block directly to the left of the left most yellow block. Build 2 more red blocks vertically on top of the red block you just built.
<Architect> Build a 3 red blocks at the left side of the centre red block.
<Architect> Facing North, Build a blue block at top right corner of the bottom yellow block (diagonally)
<Architect> Facing south, Build 3 blue blocks on top of the existing blue block.","0, 5, 5, 6 && 0, 6, 4, 1 && 1, 5, 5, 6 && 1, 6, 4, 1 && 2, 3, 5, 3 && 2, 4, 5, 6 && 2, 5, 5, 6 && 2, 6, 4, 1 && 2, 6, 5, 6 && 3, 3, 2, 3 && 3, 3, 3, 3 && 3, 3, 4, 3 && 3, 3, 5, 3 && 3, 6, 4, 1 && 4, 3, 5, 3","[(0, 5, 5, 6), (0, 6, 4, 1), (1, 5, 5, 6), (1, 6, 4, 1), (2, 3, 5, 3), (2, 4, 5, 6), (2, 5, 5, 6), (2, 6, 4, 1), (2, 6, 5, 6), (3, 3, 2, 3), (3, 3, 3, 3), (3, 3, 4, 3), (3, 3, 5, 3), (3, 6, 4, 1), (4, 3, 5, 3)]"
419,419,419,"<Architect> Facing North, From the bottom left side area - Move into 4th column and 4th row position. Build 3 yellow blocks by one top of another.
<Architect> Build each one yellow block at the right and left side of the top most yellow block.
<Architect> Facing North, build a red block directly to the left of the left most yellow block. Build 2 more red blocks vertically on top of the red block you just built.
<Architect> Build a 3 red blocks at the left side of the centre red block.
<Architect> Facing North, Build a blue block at top right corner of the bottom yellow block (diagonally)
<Architect> Facing south, Build 3 blue blocks on top of the existing blue block.
<Architect> Facing west, Build each one blue block the right and left side of the top most blue block.","0, 5, 5, 6 && 0, 6, 4, 1 && 1, 5, 5, 6 && 1, 6, 4, 1 && 2, 3, 5, 3 && 2, 4, 5, 6 && 2, 5, 5, 6 && 2, 6, 4, 1 && 2, 6, 5, 6 && 3, 3, 2, 3 && 3, 3, 3, 3 && 3, 3, 4, 3 && 3, 3, 5, 3 && 3, 6, 3, 1 && 3, 6, 4, 1 && 3, 6, 5, 1 && 4, 3, 5, 3","[(0, 5, 5, 6), (0, 6, 4, 1), (1, 5, 5, 6), (1, 6, 4, 1), (2, 3, 5, 3), (2, 4, 5, 6), (2, 5, 5, 6), (2, 6, 4, 1), (2, 6, 5, 6), (3, 3, 2, 3), (3, 3, 3, 3), (3, 3, 4, 3), (3, 3, 5, 3), (3, 6, 3, 1), (3, 6, 4, 1), (3, 6, 5, 1), (4, 3, 5, 3)]"
420,420,420,"<Architect> Facing west, walk forwards a little bit, then place a tower of four blue blocks.","0, 5, 5, 1 && 1, 5, 5, 1 && 2, 5, 5, 1 && 3, 5, 5, 1","[(0, 5, 5, 1), (1, 5, 5, 1), (2, 5, 5, 1), (3, 5, 5, 1)]"
421,421,421,"<Architect> Facing west, walk forwards a little bit, then place a tower of four blue blocks.
<Architect> Facing north, place a tower of four blue blocks two spaces to the right of the existing tower, then delete the left tower.","0, 5, 5, 1 && 1, 5, 5, 1 && 2, 5, 5, 1 && 3, 5, 5, 1","[(0, 5, 5, 1), (1, 5, 5, 1), (2, 5, 5, 1), (3, 5, 5, 1)]"
422,422,422,"<Architect> Facing North, From the bottom left side area - Move into 4th column and 5th row position. Build a brown block.
<Builder> 4th column counting from which direction? 5th row counting from which direction? The wording of ""Facing North, From the bottom left side area"" is weird and does not clearly communicate how the columns and rows should be determined. Why do I need to face north ""from the bottom left side area""?
<Architect> Actually we need build as per the given image. Among the empty area we need to build at particular place. 
So let me know how you expect to give instruction to point out particular location?","0, 5, 5, 3","[(0, 5, 5, 3)]"
423,423,423,"<Architect> Facing North, From the bottom left side area - Move into 4th column and 5th row position. Build a brown block.
<Builder> 4th column counting from which direction? 5th row counting from which direction? The wording of ""Facing North, From the bottom left side area"" is weird and does not clearly communicate how the columns and rows should be determined. Why do I need to face north ""from the bottom left side area""?
<Architect> Actually we need build as per the given image. Among the empty area we need to build at particular place. 
So let me know how you expect to give instruction to point out particular location?
<Architect> Destroy the red block and replace with brown block.
<Builder> There is no brown, do you mean orange?
<Architect> Yes, replace the existing red block with an orange block.","0, 5, 5, 4","[(0, 5, 5, 4)]"
424,424,424,"<Architect> Facing North, From the bottom left side area - Move into 4th column and 5th row position. Build a brown block.
<Builder> 4th column counting from which direction? 5th row counting from which direction? The wording of ""Facing North, From the bottom left side area"" is weird and does not clearly communicate how the columns and rows should be determined. Why do I need to face north ""from the bottom left side area""?
<Architect> Actually we need build as per the given image. Among the empty area we need to build at particular place. 
So let me know how you expect to give instruction to point out particular location?
<Architect> Destroy the red block and replace with brown block.
<Builder> There is no brown, do you mean orange?
<Architect> Yes, replace the existing red block with an orange block.
<Architect> Facing North, Build a brown block diagonally at the left corner of the existing brown block.","0, 5, 5, 4 && 0, 6, 4, 4","[(0, 5, 5, 4), (0, 6, 4, 4)]"
425,425,425,"<Architect> Facing North, From the bottom left side area - Move into 4th column and 5th row position. Build a brown block.
<Builder> 4th column counting from which direction? 5th row counting from which direction? The wording of ""Facing North, From the bottom left side area"" is weird and does not clearly communicate how the columns and rows should be determined. Why do I need to face north ""from the bottom left side area""?
<Architect> Actually we need build as per the given image. Among the empty area we need to build at particular place. 
So let me know how you expect to give instruction to point out particular location?
<Architect> Destroy the red block and replace with brown block.
<Builder> There is no brown, do you mean orange?
<Architect> Yes, replace the existing red block with an orange block.
<Architect> Facing North, Build a brown block diagonally at the left corner of the existing brown block.
<Architect> Facing North, Destroy the side diagonal brown block and Build diagonally at the top right corner of the bottom brown block.","0, 5, 5, 4 && 0, 6, 4, 4","[(0, 5, 5, 4), (0, 6, 4, 4)]"
426,426,426,"<Architect> Facing North, From the bottom left side area - Move into 4th column and 5th row position. Build a brown block.
<Builder> 4th column counting from which direction? 5th row counting from which direction? The wording of ""Facing North, From the bottom left side area"" is weird and does not clearly communicate how the columns and rows should be determined. Why do I need to face north ""from the bottom left side area""?
<Architect> Actually we need build as per the given image. Among the empty area we need to build at particular place. 
So let me know how you expect to give instruction to point out particular location?
<Architect> Destroy the red block and replace with brown block.
<Builder> There is no brown, do you mean orange?
<Architect> Yes, replace the existing red block with an orange block.
<Architect> Facing North, Build a brown block diagonally at the left corner of the existing brown block.
<Architect> Facing North, Destroy the side diagonal brown block and Build diagonally at the top right corner of the bottom brown block.
<Architect> Facing North, Build a brown block diagonally at the left side of the bottom brown block. (Similar to right side)
<Builder> Builders don't have an option to build brown blocks. Do you mean orange?
<Architect> Facing North, Build a orange block diagonally at the left side of the bottom orange block. (Similar to right side)","0, 5, 5, 4 && 0, 6, 6, 4 && 0, 7, 5, 4","[(0, 5, 5, 4), (0, 6, 6, 4), (0, 7, 5, 4)]"
427,427,427,"<Architect> Facing North, From the bottom left side area - Move into 4th column and 5th row position. Build a brown block.
<Builder> 4th column counting from which direction? 5th row counting from which direction? The wording of ""Facing North, From the bottom left side area"" is weird and does not clearly communicate how the columns and rows should be determined. Why do I need to face north ""from the bottom left side area""?
<Architect> Actually we need build as per the given image. Among the empty area we need to build at particular place. 
So let me know how you expect to give instruction to point out particular location?
<Architect> Destroy the red block and replace with brown block.
<Builder> There is no brown, do you mean orange?
<Architect> Yes, replace the existing red block with an orange block.
<Architect> Facing North, Build a brown block diagonally at the left corner of the existing brown block.
<Architect> Facing North, Destroy the side diagonal brown block and Build diagonally at the top right corner of the bottom brown block.
<Architect> Facing North, Build a brown block diagonally at the left side of the bottom brown block. (Similar to right side)
<Builder> Builders don't have an option to build brown blocks. Do you mean orange?
<Architect> Facing North, Build a orange block diagonally at the left side of the bottom orange block. (Similar to right side)
<Architect> Facing North, Destroy the top side 2 orange blocks.","0, 5, 5, 4","[(0, 5, 5, 4)]"
428,428,428,"<Architect> Facing North, From the bottom left side area - Move into 4th column and 5th row position. Build a brown block.
<Builder> 4th column counting from which direction? 5th row counting from which direction? The wording of ""Facing North, From the bottom left side area"" is weird and does not clearly communicate how the columns and rows should be determined. Why do I need to face north ""from the bottom left side area""?
<Architect> Actually we need build as per the given image. Among the empty area we need to build at particular place. 
So let me know how you expect to give instruction to point out particular location?
<Architect> Destroy the red block and replace with brown block.
<Builder> There is no brown, do you mean orange?
<Architect> Yes, replace the existing red block with an orange block.
<Architect> Facing North, Build a brown block diagonally at the left corner of the existing brown block.
<Architect> Facing North, Destroy the side diagonal brown block and Build diagonally at the top right corner of the bottom brown block.
<Architect> Facing North, Build a brown block diagonally at the left side of the bottom brown block. (Similar to right side)
<Builder> Builders don't have an option to build brown blocks. Do you mean orange?
<Architect> Facing North, Build a orange block diagonally at the left side of the bottom orange block. (Similar to right side)
<Architect> Facing North, Destroy the top side 2 orange blocks.
<Architect> Facing North, starting from the existing orange block, build 2 orange blocks that extend diagonally upwards to the left, like a staircase. You should end up with a total of 3 orange blocks that are arranged like stairs.","0, 5, 5, 4 && 0, 6, 6, 4","[(0, 5, 5, 4), (0, 6, 6, 4)]"
429,429,429,"<Architect> Facing north, stack 4 green blocks on the right edge of the grid.","0, 5, 5, 2 && 1, 5, 5, 2 && 2, 5, 5, 2 && 3, 5, 5, 2","[(0, 5, 5, 2), (1, 5, 5, 2), (2, 5, 5, 2), (3, 5, 5, 2)]"
430,430,430,"<Architect> Facing north, stack 4 green blocks on the right edge of the grid.
<Architect> Facing north, place 2 green blocks to the left of the bottom green block.","0, 5, 5, 2 && 0, 6, 5, 2 && 0, 7, 5, 2 && 1, 7, 5, 2 && 2, 7, 5, 2 && 3, 7, 5, 2","[(0, 5, 5, 2), (0, 6, 5, 2), (0, 7, 5, 2), (1, 7, 5, 2), (2, 7, 5, 2), (3, 7, 5, 2)]"
431,431,431,"<Architect> Facing north, stack 4 green blocks on the right edge of the grid.
<Architect> Facing north, place 2 green blocks to the left of the bottom green block.
<Architect> Facing north, place 2 green blocks to the left of the 2nd highest green block.","0, 5, 5, 2 && 0, 6, 5, 2 && 0, 7, 5, 2 && 1, 7, 5, 2 && 2, 5, 5, 2 && 2, 6, 5, 2 && 2, 7, 5, 2 && 3, 7, 5, 2","[(0, 5, 5, 2), (0, 6, 5, 2), (0, 7, 5, 2), (1, 7, 5, 2), (2, 5, 5, 2), (2, 6, 5, 2), (2, 7, 5, 2), (3, 7, 5, 2)]"
432,432,432,"<Architect> Facing north, stack 4 green blocks on the right edge of the grid.
<Architect> Facing north, place 2 green blocks to the left of the bottom green block.
<Architect> Facing north, place 2 green blocks to the left of the 2nd highest green block.
<Architect> Facing north, place a green block on top of the leftmost green block, the highest one of the two.","0, 5, 5, 2 && 0, 6, 5, 2 && 0, 7, 5, 2 && 1, 7, 5, 2 && 2, 5, 5, 2 && 2, 6, 5, 2 && 2, 7, 5, 2 && 3, 5, 5, 2 && 3, 7, 5, 2","[(0, 5, 5, 2), (0, 6, 5, 2), (0, 7, 5, 2), (1, 7, 5, 2), (2, 5, 5, 2), (2, 6, 5, 2), (2, 7, 5, 2), (3, 5, 5, 2), (3, 7, 5, 2)]"
433,433,433,"<Architect> Facing north, stack 4 green blocks on the right edge of the grid.
<Architect> Facing north, place 2 green blocks to the left of the bottom green block.
<Architect> Facing north, place 2 green blocks to the left of the 2nd highest green block.
<Architect> Facing north, place a green block on top of the leftmost green block, the highest one of the two.
<Architect> Facing north, skip one square to the left of the big green 'Y' and place 2 yellow blocks, from right to left, one block higher than the ground.","0, 5, 5, 2 && 0, 6, 5, 2 && 0, 7, 5, 2 && 1, 2, 5, 6 && 1, 3, 5, 6 && 1, 7, 5, 2 && 2, 5, 5, 2 && 2, 6, 5, 2 && 2, 7, 5, 2 && 3, 5, 5, 2 && 3, 7, 5, 2","[(0, 5, 5, 2), (0, 6, 5, 2), (0, 7, 5, 2), (1, 2, 5, 6), (1, 3, 5, 6), (1, 7, 5, 2), (2, 5, 5, 2), (2, 6, 5, 2), (2, 7, 5, 2), (3, 5, 5, 2), (3, 7, 5, 2)]"
434,434,434,"<Architect> Facing north, stack 4 green blocks on the right edge of the grid.
<Architect> Facing north, place 2 green blocks to the left of the bottom green block.
<Architect> Facing north, place 2 green blocks to the left of the 2nd highest green block.
<Architect> Facing north, place a green block on top of the leftmost green block, the highest one of the two.
<Architect> Facing north, skip one square to the left of the big green 'Y' and place 2 yellow blocks, from right to left, one block higher than the ground.
<Architect> Facing north, place 2 yellow blocks on top of each existing yellow block, then break the 2 middle yellow blocks.","0, 5, 5, 2 && 0, 6, 5, 2 && 0, 7, 5, 2 && 1, 2, 5, 6 && 1, 3, 5, 6 && 1, 7, 5, 2 && 2, 5, 5, 2 && 2, 6, 5, 2 && 2, 7, 5, 2 && 3, 2, 5, 6 && 3, 3, 5, 6 && 3, 5, 5, 2 && 3, 7, 5, 2","[(0, 5, 5, 2), (0, 6, 5, 2), (0, 7, 5, 2), (1, 2, 5, 6), (1, 3, 5, 6), (1, 7, 5, 2), (2, 5, 5, 2), (2, 6, 5, 2), (2, 7, 5, 2), (3, 2, 5, 6), (3, 3, 5, 6), (3, 5, 5, 2), (3, 7, 5, 2)]"
